title,author,year,genre,audience,pages,goodreads_rating,tags
Josou shite Mendokusai Koto ni Natteru Nekura to Yankee no Ryou Kataomoi (Crossplay Love: Otaku x Punk),Tooru,2018.0,Romance,adult,,3.74,comedy manga romance
Yajin Tensei (Karate Survivor in Another World),"Kobayashi, Takahito",2019.0,Fantasy,adult,,3.74,action adventure combat fantasy isekai manga martial-arts parallel-world reincarnation
Dareka wo Norowazu ni Irarenai Kono Sekai de (Can't Stop Cursing You),"Uruma, Natsuko",2019.0,Horror,adult,,3.74,coming-of-age horror manga mind psychological school supernatural
Koi wa Sekai Seifuku no Ato de (Love After World Domination),"Wakamatsu, Takahiro",2019.0,Action,young_adult,,3.74,action comedy manga romance young_adult
Death Note: Tokubetsu Yomikiri (Death Note: Special One-Shot),"Obata, Takeshi",2020.0,Mystery,young_adult,,3.74,cat-mouse death-note drama genius-protagonist kira manga mystery ryuk shinigami supernatural young_adult
Kara no Kioku,Eve,2020.0,Slice of Life,adult,,3.74,adult manga slice-of-life supernatural
Nante Nasakenai Bokura da. (What a Pity We Are.),Hakuri,2020.0,Manga,young_adult,,3.74,manga young_adult
Ore wa Seikan Kokka no Akutoku Ryoushu! (I'm the Evil Lord of an Intergalactic Empire!),"Mishima, Yomu",2020.0,Science Fiction,adult,,3.74,action comedy cosmic manga mecha military robots romance sci-fi space war
Odoriba ni Skirt ga Naru (The Skirt Sings at the Landing),"Utatane, You",2020.0,Sports,adult,,3.74,lgbt manga sports
Watashi wa Kabe ni Naritai (I Want to Be a Wall),"Shirono, Honami",2019.0,Manga,adult,,3.74,manga
Noraneko to Ookami (Stray Cat & Wolf),"Miyuki, Mitsubachi",2019.0,Manga,young_adult,,3.74,manga young_adult
To LOVE-Ru (To Love Ru),"Yabuki, Kentarou",2006.0,Science Fiction,young_adult,,3.74,comedy coming-of-age ecchi manga romance school sci-fi supernatural young_adult
Baron: Neko no Danshaku (Baron: The Cat Returns),"Hiiragi, Aoi",2002.0,Manga,adult,,3.74,manga
Biomega,"Nihei, Tsutomu",2004.0,Horror,adult,,3.74,action adult horror manga sci-fi
Good Morning Kiss,"Takasuka, Yue",2006.0,Manga,young_adult,,3.74,manga young_adult
Help!!,"Fujiwara, Kiyo",2003.0,Romance,young_adult,,3.74,drama manga romance young_adult
Plants Doll (Dolls),"Kawahara, Yumiko",1991.0,Horror,young_adult,,3.74,drama horror manga young_adult
Hayate x Blade,"Hayashiya, Shizuru",2003.0,Action,adult,,3.74,action adult combat comedy coming-of-age lgbt manga martial-arts school
Shin Yami no Koe: Kaidan,"Itou, Junji",2004.0,Horror,young_adult,,3.74,horror manga supernatural young_adult
Dear Friends: Rina & Maki,Yoshi,2003.0,Slice of Life,young_adult,,3.74,drama manga slice-of-life young_adult
Tottemo Kawaii Watashi to Tsukiatte yo!,Saine,2020.0,Romance,adult,,3.74,comedy manga romance
When the Day Comes,Omyo,2020.0,Manga,adult,,3.74,coming-of-age drama manga romance school
Batsuichi de Nakimushi na Otonari-san (A Divorced Crybaby Has Moved in Next Door),Zyugoya,2022.0,Manga,adult,,3.74,manga
Days of Hana,"Kang, Seok Woo",2017.0,Manga,adult,,3.74,drama manga romance supernatural
"Kimi wo Aishita Hitori no Boku e (To Me, The One Who Loved You)","Yomoji, Otono",2016.0,Science Fiction,adult,,3.74,manga romance sci-fi
Ending Maker,Chwiryong,2022.0,Fantasy,adult,,3.74,action fantasy manga romance
After Ten Millennia in Hell,Nabi Gyegok,2022.0,Fantasy,adult,,3.74,action fantasy manga
My Royal Awakening,"Kim, Tae-Hyung",2020.0,Historical,adult,,3.74,fantasy historical isekai manga reincarnation temporal time-travel
I Only Want to Beat You,Amadoji,2019.0,Manga,adult,,3.74,coming-of-age manga romantic-subtext school
Philomel the Fake,Logo,2023.0,Romance,adult,,3.74,fantasy manga romance
The Martial God Who Regressed Back to Level 2,Yeombi,2023.0,Fantasy,adult,,3.74,action fantasy manga
B-gata H-kei,"Sanri, Youko",2004.0,Manga,adult,,3.74,adult comedy ecchi manga romance
Warui Koto Bakkashite Gomennasai (Sorry For Doing Naughty Deeds),"Sakuraga, Mei",2008.0,Comedy,adult,,3.74,comedy lgbt manga
Samurai High School,"Kashiwaba, Hiro",2009.0,Fantasy,young_adult,,3.74,comedy coming-of-age fantasy gender manga school supernatural young_adult
Miraijin Chaos,"Tezuka, Osamu",1978.0,Manga,adult,,3.74,adult manga
Sensei no Kaban,"Taniguchi, Jiro",2008.0,Romance,adult,,3.74,adult manga romance slice-of-life
Suashi no Meteorite,"Konishi, Mikihisa",2011.0,Action,young_adult,,3.74,action comedy manga supernatural young_adult
Seishun Forget!,"Mikabe, Sesuna",2011.0,Romance,adult,,3.74,adult comedy manga romance
Sekai no Hate (The End of the World),"Makino, Aoi",2011.0,Manga,young_adult,,3.74,manga young_adult
Shaman King Zero (Shaman King: Zero),"Takei, Hiroyuki",2011.0,Manga,young_adult,,3.74,comedy drama manga supernatural young_adult
Apocalypse no Toride (Fort of Apocalypse),"Kuraishi, Yuu",2011.0,Horror,young_adult,,3.74,action brutal dark gore horror manga mind mystery psychological sci-fi young_adult
Nanatsu no Taizai (The Seven Deadly Sins),"Suzuki, Nakaba",2012.0,Fantasy,young_adult,,3.74,action adventure fantasy friendship love-triangle manga music punk-band tokyo young_adult
Hatsukoi Zombie,"Minenami, Ryou",2015.0,Manga,young_adult,,3.74,comedy ecchi manga supernatural young_adult
Hibiki: Shousetsuka ni Naru Houhou,"Yanamoto, Mitsuharu",2014.0,Slice of Life,adult,,3.74,adult manga slice-of-life
"Tada, Soredake de Yokatta ndesu","Takeoka, Miho",2016.0,Manga,adult,,3.74,manga
Kuutei Dragons (Drifting Dragons),"Kuwabara, Taku",2016.0,Fantasy,adult,,3.74,adult adventure fantasy manga
Watashi ni Tenshi ga Maiorita!,"Mukunoki, Nanatsu",2016.0,Comedy,adult,,3.74,comedy lgbt manga
"Semete, Ano Yuki no You ni",Fujimaru,2010.0,Romance,adult,,3.74,drama manga romance
Soara to Mamono no Ie (Soara and the House of Monsters),"Yamaji, Hidenori",2021.0,Fantasy,young_adult,,3.74,action adventure fantasy germany johan-liebert manga psychological-thriller serial-killer tenma young_adult
Itihasa,"Mizuki, Wakako",1986.0,Science Fiction,young_adult,,3.74,fantasy manga sci-fi young_adult
Marginal Operation,"Shibamura, Yuri",2013.0,Manga,adult,,3.74,adult manga
Shirogane no Nina (Silver Nina),Itokatsu,2012.0,Slice of Life,adult,,3.74,adult comedy drama manga slice-of-life
I Love You Baby,"Komori, Mikko",2014.0,Romance,young_adult,,3.74,drama manga romance young_adult
Itsuka Tomodachi ja Nakunaru toshitemo (Someday a friend will be a stranger),"Kasai, Uka",2012.0,Manga,adult,,3.74,manga
Senyuu.: Alba/Ross-hen - Minato Machi no Eiyuu,"Haruhara, Robinson",2013.0,Fantasy,adult,,3.74,comedy fantasy manga
Shakugan no Shana S,"Itou, Noizi",2006.0,Fantasy,adult,,3.74,action fantasy manga slice-of-life
"Nanatsu no Taizai: Bangai-henshuu ""Genzai"" (The Seven Deadly Sins: Original Sins Short Story Collection)","Suzuki, Nakaba",2011.0,Fantasy,young_adult,,3.74,action adventure fantasy friendship love-triangle manga music punk-band tokyo young_adult
Kinou Nani Tabeta? (What Did You Eat Yesterday?),"Yoshinaga, Fumi",2007.0,Slice of Life,adult,,3.74,adult food manga slice-of-life
Yamikin Ushijima-kun,"Manabe, Shohei",2004.0,Drama,adult,,3.74,adult crime dark drama manga mind psychological
"Bokura ni Matsuwaru etc. (You and Me, Etc.)",Kyuugou,2006.0,Manga,adult,,3.74,manga
Coelacanth,"Shimotsuki, Kayoko",2007.0,Manga,young_adult,,3.74,manga young_adult
Cocoa!,"Kashiwagi, Shiho",2004.0,Manga,young_adult,,3.74,manga young_adult
Wangan Midnight,"Kusunoki, Michiharu",1990.0,Action,adult,,3.74,action adult drama manga
Heaven's Door,"Hongou, Ranko",2008.0,Manga,young_adult,,3.74,manga young_adult
Nakizakura Kitan,"Saitou, Ken",2005.0,Fantasy,young_adult,,3.74,drama fantasy manga romance supernatural young_adult
Fly-High!,"Oouchi, Natsumi",2008.0,Action,young_adult,,3.74,action comedy manga romance young_adult
Tales of Symphonia: Toki no Kagayaki,Bandai-Namco,2003.0,Fantasy,adult,,3.74,adventure fantasy manga
Hajimete no Aku (My First Devil),"Fujiki, Shun",2008.0,Romance,young_adult,,3.74,comedy manga romance young_adult
Ring,"Suzuki, Koji",1991.0,Manga,adult,,3.74,manga
Real Clothes,"Makimura, Satoru",2006.0,Romance,adult,,3.74,adult drama manga romance
Ladies versus Butlers!,"Kouzuki, Tsukasa",2006.0,Manga,adult,,3.74,adult manga
Nageku Shinigami,"Miyuki, Mitsubachi",2008.0,Romance,young_adult,,3.74,fantasy manga romance young_adult
Mousou Telepathy,NOBEL,2016.0,Romance,adult,,3.74,comedy coming-of-age manga powers romance school superhero
Okuru Kotoba,"Machida, Toshiko",2017.0,Mystery,young_adult,,3.74,manga mystery supernatural young_adult
Uwasa no Midori-kun!!,"Ikeyamada, Go",2006.0,Sports,young_adult,,3.74,comedy drama gender manga romance sports teamwork young_adult
Kagetora,"Segami, Akira",2001.0,Action,young_adult,,3.74,action combat comedy manga martial-arts romance young_adult
A Man's Man,Dogado,2020.0,Manga,adult,,3.73,drama manga temporal time-travel workplace
High Score Girl Dash,"Oshikiri, Rensuke",2019.0,Manga,adult,,3.73,adult manga
Sonogo no Succubus-san,"Agasa, Reiji",2021.0,Manga,young_adult,,3.73,manga young_adult
Bouncer,"Mizuta, Makoto",2014.0,Drama,adult,,3.73,action adult drama manga
Itou Junji Kyoufu Manga Collection: Ijimekko,"Itou, Junji",1989.0,Horror,young_adult,,3.73,drama horror manga supernatural suspense young_adult
Spectral Wizard: Saikyou no Mahou wo Meguru Bouken,Mozou Crystal,2017.0,Fantasy,adult,,3.73,drama fantasy manga
Ashtarte,Andaon,2022.0,Romance,adult,,3.73,fantasy manga romance
Crowning a Spoiled Prince,Wheedrian,2022.0,Romance,adult,,3.73,fantasy manga romance
Damedol to Sekai ni Hitori dake no Fan (Damedol and the Only Fan in the World),Kishirimo,2023.0,Manga,adult,,3.73,idols-(female) manga romantic-subtext
Flower of Life,"Yoshinaga, Fumi",2004.0,Slice of Life,young_adult,,3.73,comedy manga slice-of-life young_adult
Karin Zouketsuki (Chibi Vampire: The Novel),"Kagesaki, Yuna",2003.0,Mystery,adult,,3.73,comedy coming-of-age manga mystery romance school supernatural vampire
Discommunication,"Ueshiba, Riichi",1991.0,Mystery,adult,,3.73,adult fantasy manga mystery romance supernatural
"Naruto: Shiro no Douji, Keppu no Kijin (Naruto: Innocent Heart, Demonic Blood)","Kishimoto, Masashi",2002.0,Action,adult,,3.73,action adventure fantasy konoha manga nine-tails ninja shinobi uzumaki village
Wata no Kuni Hoshi,"Ooshima, Yumiko",1978.0,Fantasy,young_adult,,3.73,fantasy manga mind pets psychological romance young_adult
Teikoku Kyoudai,"Kaji, Eiri",2004.0,Fantasy,adult,,3.73,fantasy lgbt manga
Ou-sama no Shichiya,"Sakurakouji, Kanoko",2006.0,Manga,young_adult,,3.73,manga young_adult
Shirley,"Mori, Kaoru",2003.0,Slice of Life,adult,,3.73,drama manga slice-of-life
Purikyuu,"Motomi, Kyousuke",2005.0,Sports,young_adult,,3.73,comedy manga romance sports young_adult
Zelda no Densetsu: Yottsu no Tsurugi+ (The Legend of Zelda: Four Swords),"Himekawa, Akira",2004.0,Fantasy,adult,,3.73,action adventure fantasy manga
Kodomo no Iibun,"Sugano, Akira",2004.0,Manga,adult,,3.73,manga
Kaze no Sylphid,"Motoshima, Yukihisa",1989.0,Sports,young_adult,,3.73,drama manga sports young_adult
Kabu no Isaki,"Ashinano, Hitoshi",2007.0,Science Fiction,adult,,3.73,adult adventure manga sci-fi slice-of-life
Ohayou toka Oyasumi toka,Machita,2014.0,Manga,adult,,3.73,adult manga
Louvre no Neko (Cats of the Louvre),"Matsumoto, Taiyou",2016.0,Manga,adult,,3.73,adult manga
Hadashi de Bara wo Fume (Stepping on Roses),"Ueda, Rinko",2007.0,Romance,young_adult,,3.73,drama manga romance young_adult
Serial Experiments Lain: The Nightmare of Fabrication,"Abe, Yoshitoshi",1999.0,Manga,adult,,3.73,manga
Koutarou Makaritooru! (Koutarou Breakthrough!),"Hiruta, Tatsuya",1982.0,Comedy,young_adult,,3.73,comedy manga young_adult
"Saotome Senshu, Hitakakusu","Mizuguchi, Naoki",2016.0,Sports,adult,,3.73,adult combat-sports comedy coming-of-age manga romance school sports
I Don't Want This Kind of Hero,Samchon,2011.0,Science Fiction,adult,,3.73,action comedy fantasy manga sci-fi supernatural
Yami no Kodou,"Yoshihara, Rieko",1997.0,Fantasy,adult,,3.73,fantasy lgbt manga supernatural
Five,"Furukawa, Shiori",2004.0,Action,young_adult,,3.73,action comedy coming-of-age drama manga romance school young_adult
Suicide Girl,"Nakayama, Atsushi",2020.0,Horror,adult,,3.73,action adult horror manga
Cthulhu no Yobigoe: Lovecraft Kessakushuu (H.P. Lovecraft's The Call of Cthulhu),"Lovecraft, H. P.",2019.0,Horror,adult,,3.73,adult horror manga mystery supernatural
Mookhyang: Dark Lady,"Jeon, Dong-jo",2019.0,Fantasy,adult,,3.73,action adventure fantasy manga
Bungou Stray Dogs Koushiki Anthology: Akatsuki (Bungou Stray Dogs Official Anthology: Akatsuki),"Hashino, Saru",2019.0,Slice of Life,adult,,3.73,action comedy manga slice-of-life supernatural
Trillion Game,"Inagaki, Riichiro",2020.0,Manga,adult,,3.73,adult manga
Chiisakobee,"Mochizuki, Minetaro",2012.0,Manga,adult,,3.73,adult manga
Number Call,"Furuya, Nagisa",2013.0,Slice of Life,adult,,3.73,lgbt manga slice-of-life
Fukumenkei Noise (Anonymous Noise),"Fukuyama, Ryoco",2013.0,Romance,young_adult,,3.73,artistic drama manga music romance young_adult
Real Girl,"Nanami, Mao",2011.0,Manga,young_adult,,3.73,manga young_adult
Asagao to Kase-san. dj - Chocolate to Kase-san.,"Takashima, Hiromi",2012.0,Romance,adult,,3.73,family lgbt manga romance sci-fi
Houkago Teibou Nisshi,"Kosaka, Yasuyuki",2017.0,Slice of Life,adult,,3.73,adult comedy coming-of-age manga peaceful school slice-of-life
Tenju no Kuni (Blissful Land),"Izumi, Ichimon",2017.0,Historical,young_adult,,3.73,drama historical manga medical young_adult
Ookami wa Nemuranai (The Wolf Never Sleeps),Shienbis,2019.0,Fantasy,adult,,3.73,action adventure fantasy manga
Kure-nai,"Katayama, Kentarou",2007.0,Action,young_adult,,3.73,action combat comedy drama family manga martial-arts romance slice-of-life supernatural young_adult
Uchuu Kaizoku Captain Herlock (Captain Harlock),"Matsumoto, Leiji",1977.0,Science Fiction,adult,,3.73,action adult adventure drama manga romance sci-fi
Sugar Dark: Umerareta Yami to Shoujo,"Ooiwa, Kenji",2010.0,Fantasy,adult,,3.73,adult drama fantasy manga romance supernatural
Rewrite: Side-R,Key,2011.0,Romance,adult,,3.73,drama manga romance
Guilty Crown,"Mizuki, Shion",2011.0,Science Fiction,young_adult,,3.73,action drama manga mecha powers robots romantic-subtext sci-fi superhero young_adult
Yuuyake Rocket Pencil,"Asano, Yukiko",2010.0,Romance,adult,,3.73,adult manga romance slice-of-life
14-sai no Koi (Love at Fourteen),"Mizutani, Fuuka",2010.0,Romance,adult,,3.73,adult comedy manga romance
Nobunaga Concerto,"Ishii, Ayumi",2009.0,Romance,young_adult,,3.73,historical manga romance temporal time-travel young_adult
Take Moon,Type-Moon,2002.0,Adventure,adult,,3.73,adventure comedy manga romance supernatural
Houshin Engi (Hoshin Engi),"Fujisaki, Ryuu",1996.0,Fantasy,young_adult,,3.73,adventure fantasy manga supernatural young_adult
Oh! Holy,Ah Hyun,2015.0,Romance,adult,,3.73,manga romance supernatural
The Academy's Undercover Professor,Sayren,2022.0,Manga,adult,,3.73,coming-of-age fantasy isekai manga parallel-world reincarnation school
Sensitive Boy,46,2022.0,Manga,adult,,3.73,manga
I.L (The Story of I.L),"Tezuka, Osamu",1969.0,Science Fiction,adult,,3.73,adult drama manga sci-fi supernatural
Ryushika Ryushika,"Abe, Yoshitoshi",2009.0,Slice of Life,adult,,3.73,comedy manga slice-of-life
A-bout!,"Ichikawa, Masa",2009.0,Comedy,young_adult,,3.73,action comedy manga young_adult
Kaikan♥Phrase (Sensual Phrase),"Shinjou, Mayu",1997.0,Manga,young_adult,,3.73,manga young_adult
Sazan to Suisei no Shoujo (Sazan & Comet Girl),"Akase, Yuriko",2015.0,Science Fiction,adult,,3.73,action adventure manga sci-fi
"Muchuu sa, Kimi ni. (Captivated, by You)","Wayama, Yama",2019.0,Slice of Life,adult,,3.73,manga slice-of-life
Choujin Locke,"Hijiri, Yuki",1979.0,Science Fiction,young_adult,,3.73,action drama manga sci-fi young_adult
Shin Lupin III (Lupin III: World's Most Wanted),Monkey Punch,1977.0,Mystery,adult,,3.73,action adult comedy manga mystery
Cuprum no Hanayome (The Coppersmith's Bride),namo,2020.0,Romance,adult,,3.73,adult comedy manga romance
Ougo Mitsunaga wa Namagoroshi ga Tsurai (Mitsunaga Ougo is Trying to Control Himself),"Fujitani, Youko",2019.0,Romance,adult,,3.73,comedy manga romance
Kore wa Zombie desu ka? (Is this a Zombie?),Sacchi,2010.0,Manga,young_adult,,3.73,comedy ecchi manga romance supernatural young_adult
Otome no Teikoku,"Kishi, Torajiro",2010.0,Slice of Life,adult,,3.73,adult ecchi lgbt manga slice-of-life
Rakudai Kishi no Cavalry,"Soramichi, Megumu",2014.0,Fantasy,adult,,3.73,action ecchi fantasy manga romance
Isekai Mahou wa Okureteru! (The Magic in this Other World Is Too Far Behind!),himesuz,2014.0,Fantasy,adult,,3.73,action fantasy manga
Yawara!,"Urasawa, Naoki",1986.0,Sports,adult,,3.73,adult comedy manga romance sports
Mahou Shoujo Lyrical Nanoha StrikerS THE COMICS (Magical Girl Lyrical Nanoha StrikerS THE COMICS),"Hasegawa, Kouji",2006.0,Fantasy,young_adult,,3.73,action drama fantasy manga young_adult
Futari de Koi wo Suru Riyuu,"Hiro, Chihiro",2018.0,Manga,young_adult,,3.73,manga young_adult
Yagate Kimi ni Naru: Koushiki Comic Anthology (Bloom into You Anthology),"Hiiragi, Yutaka",2018.0,Manga,adult,,3.73,manga
Super Cub,Kanitan,2017.0,Manga,adult,,3.73,comedy coming-of-age manga school slice-of-life
Jukkakukan no Satsujin (The Decagon House Murders),"Kiyohara, Hiro",2019.0,Mystery,adult,,3.73,adult manga mystery suspense
Amagami: Precious Diary,"Shinonome, Tarou",2009.0,Romance,adult,,3.73,adult comedy coming-of-age ecchi manga romance school
Musunde Hiraite,"Minase, Mayu",2009.0,Slice of Life,adult,,3.73,comedy manga romance slice-of-life
"Sono Kuchibiru, Itadakimasu","Shiraishi, Yuki",2009.0,Manga,young_adult,,3.73,manga young_adult
Love Riron (Love Theory),"Satou, Masaki",2012.0,Manga,adult,,3.73,adult comedy ecchi manga romance supernatural
Knight's & Magic,Kurogin,2013.0,Fantasy,adult,,3.73,action coming-of-age fantasy isekai manga mecha parallel-world reincarnation robots school sci-fi
Sumika Sumire,"Takanashi, Mitsuba",2013.0,Romance,adult,,3.73,adult manga romance supernatural
Non Non Biyori Koushiki Anthology,"Tooyama, Ema",2014.0,Slice of Life,adult,,3.73,comedy manga peaceful slice-of-life
Hanamaru Youchien (Hanamaru Kindergarten),Yuuto,2006.0,Slice of Life,adult,,3.73,adult comedy manga slice-of-life
Fushigi na Shounen (A Wonder Boy),"Yamashita, Kazumi",2001.0,Mystery,adult,,3.73,adult drama manga mystery supernatural
Blood and Steel,"Qiao, Jingfu",2011.0,Historical,adult,,3.73,action adult adventure combat drama historical manga martial-arts
Reimei no Arcana: Hajimari no Toki,"Touma, Rei",2011.0,Romance,young_adult,,3.73,fantasy manga romance young_adult
Neko Musume Michikusa Nikki,Ike,2008.0,Slice of Life,adult,,3.73,adult comedy manga slice-of-life supernatural
Dosei Mansion (Saturn Apartments),"Iwaoka, Hisae",2005.0,Science Fiction,adult,,3.73,adult drama manga sci-fi
Yorubenaki Mono,"Yoneda, Kou",2008.0,Manga,adult,,3.73,manga
Sengoku Danshi Hana no Ran,"Sumomo, Momo",2009.0,Manga,young_adult,,3.73,manga young_adult
Shounen Zanzou,"Yuki, Kaori",1998.0,Horror,adult,,3.73,drama horror lgbt manga supernatural
Ultra Maniac,"Yoshizumi, Wataru",2002.0,Fantasy,young_adult,,3.73,comedy fantasy manga romance supernatural young_adult
Rokujou Hitoma no Majo Life (Witch Life in a Micro Room),Akitaka,2020.0,Fantasy,young_adult,,3.73,fantasy manga slice-of-life young_adult
Mr. Mallow Blue,"Samamiya, Akaza",2019.0,Mystery,young_adult,,3.73,drama manga mystery young_adult
Switch Girl!!,"Aida, Natsumi",2006.0,Romance,young_adult,,3.73,comedy manga romance young_adult
Seigi no Mikata,"Hijiri, Chiaki",2004.0,Slice of Life,adult,,3.73,adult comedy manga romance slice-of-life
Zippy Ziggy,"Kim, Yeong-Eun",2005.0,Manga,young_adult,,3.73,manga young_adult
Grand Sun,Emura,2007.0,Romance,young_adult,,3.73,comedy manga romance young_adult
Dousoukai,"Nakamura, Asumiko",2015.0,Slice of Life,adult,,3.73,lgbt manga slice-of-life
Deaimon,"Asano, Rin",2016.0,Manga,adult,,3.73,adult manga
Fairy Tail: 100 Years Quest,"Mashima, Hiro",2018.0,Fantasy,adult,,3.73,action adventure comedy fantasy manga
Azur Lane: Queen's Orders,Tsuchii,2018.0,Science Fiction,young_adult,,3.73,comedy manga sci-fi slice-of-life young_adult
Goshuushou-sama Ninomiya-kun,"Takanae, Kyourin",2004.0,Manga,adult,,3.73,comedy ecchi manga romance supernatural
Maburaho,"Tsukiji, Toshihiko",2001.0,Manga,adult,,3.73,comedy coming-of-age drama manga romance school
Tuxedo Gin,"Matsuura, Tokihiko",1997.0,Manga,young_adult,,3.73,comedy manga romance supernatural young_adult
Modotte! Mamotte! Lollipop,"Kikuta, Michiyo",2006.0,Manga,young_adult,,3.73,manga young_adult
Houkago x Ponytail,"Tanaka, Teko",2012.0,Romance,young_adult,,3.73,comedy manga romance young_adult
Tetsujin 28-gou,"Yokoyama, Mitsuteru",1956.0,Science Fiction,young_adult,,3.73,adventure manga sci-fi young_adult
Little Busters!: End of Refrain,ZEN,2012.0,Manga,adult,,3.73,comedy drama manga romance supernatural
Birdmen,"Tanabe, Yellow",2013.0,Action,young_adult,,3.73,action manga supernatural young_adult
Lv1 Maou to One Room Yuusha (Level 1 Demon Lord and One Room Hero),toufu,2019.0,Fantasy,adult,,3.73,comedy fantasy manga
