mal_id,title,title_english,title_japanese,type,chapters,volumes,status,publishing,published_from,published_to,score,scored_by,rank,popularity,members,favorites,authors,serializations,genres,themes,demographics,synopsis,image_url
2,Berserk,Berserk,ベルセルク,Manga,,,Publishing,True,1989-08-25,,9.46,397810,1.0,1,794592,137638,"Miura, Kentarou|Studio Gaga",Young Animal,Action|Adventure|Award Winning|Drama|Fantasy|Horror,Gore|Military|Psychological,Seinen,"Guts, a former mercenary now known as the Black Swordsman, is out for revenge. After a tumultuous childhood, he finally finds someone he respects and believes he can trust, only to have everything fall apart when this person takes away everything important to Guts for the purpose of fulfilling his own desires. Now marked for death, Guts becomes condemned to a fate in which he is relentlessly pursued by demonic beings.

Setting out on a dreadful quest riddled with misfortune, Guts, armed with a massive sword and monstrous strength, will let nothing stop him, not even death itself, until he is finally able to take the head of the one who stripped him—and his loved one—of their humanity.

[Written by MAL Rewrite]

Included one-shot:
Volume 14: Berserk: The Prototype",https://myanimelist.net/images/manga/1/157897.jpg
1706,JoJo's Bizarre Adventure Part 7: Steel Ball Run,JoJo's Bizarre Adventure Part 7: Steel Ball Run,ジョジョの奇妙な冒険 Part7 STEEL BALL RUN,Manga,96.0,24.0,Finished,False,2004-01-19,2011-04-19,9.34,200102,2.0,20,323058,51533,"Araki, Hirohiko",Ultra Jump,Action|Adventure|Mystery|Supernatural,Historical,Seinen|Shounen,"In the American Old West, the world's greatest race is about to begin. Thousands line up in San Diego to travel over six thousand kilometers for a chance to win the grand prize of fifty million dollars. With the era of the horse reaching its end, contestants are allowed to use any kind of vehicle they wish. Competitors will have to endure grueling conditions, traveling up to a hundred kilometers a day through uncharted wastelands. The Steel Ball Run is truly a one-of-a-kind event.

The youthful Johnny Joestar, a crippled former horse racer, has come to San Diego to watch the start of the race. There he encounters Gyro Zeppeli, a racer with two steel balls at his waist instead of a gun. Johnny witnesses Gyro using one of his steel balls to unleash a fantastical power, compelling a man to fire his gun at himself during a duel. In the midst of the action, Johnny happens to touch the steel ball and feels a power surging through his legs, allowing him to stand up for the first time in two y",https://myanimelist.net/images/manga/3/179882.jpg
656,Vagabond,Vagabond,バガボンド,Manga,327.0,37.0,On Hiatus,False,1998-09-03,2015-05-21,9.27,175390,3.0,12,457036,48657,"Inoue, Takehiko|Yoshikawa, Eiji",Morning,Action|Adventure|Award Winning,Historical|Samurai,Seinen,"In 16th-century Japan, Shinmen Takezou is a wild, rough young man in both his appearance and his actions. His aggressive nature has won him the collective reproach and fear of his village, leading him and his best friend, Matahachi Honiden, to run away in search of something grander than provincial life. The pair enlist in the Toyotomi army, yearning for glory—but when the Toyotomi suffer a crushing defeat at the hands of the Tokugawa Clan at the Battle of Sekigahara, the friends barely make it out alive.

After the two are separated, Shinmen returns home on a self-appointed mission to notify the Hon'iden family of Matahachi's survival. He instead finds himself a wanted criminal, framed for his friend's supposed murder based on his history of violence. Upon being captured, he is strung up on a tree and left to die. An itinerant monk, the distinguished Takuan Soho, takes pity on the ""devil child,"" secretly freeing Shinmen and christening him with a new name to avoid pursuit by the autho",https://myanimelist.net/images/manga/1/259070.jpg
13,One Piece,One Piece,ONE PIECE,Manga,,,Publishing,True,1997-07-22,,9.21,420433,4.0,3,696349,125838,"Oda, Eiichiro",Shounen Jump (Weekly),Action|Adventure|Fantasy,,Shounen,"Gol D. Roger, a man referred to as the King of the Pirates, is set to be executed by the World Government. But just before his demise, he confirms the existence of a great treasure, One Piece, located somewhere within the vast ocean known as the Grand Line. Announcing that One Piece can be claimed by anyone worthy enough to reach it, the King of the Pirates is executed and the Great Age of Pirates begins.

Twenty-two years later, a young man by the name of Monkey D. Luffy is ready to embark on his own adventure, searching for One Piece and striving to become the new King of the Pirates. Armed with just a straw hat, a small boat, and an elastic body, he sets out on a fantastic journey to gather his own crew and a worthy ship that will take them across the Grand Line to claim the greatest status on the high seas.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/253146.jpg
162032,Lord of Mysteries,Lord of Mysteries,诡秘之主,Novel,366.0,18.0,Finished,False,2020-05-01,2023-08-01,9.17,7288,5.0,954,23214,1861,Ai Qianshui de Wuzei,,Action|Fantasy|Mystery|Suspense,Isekai|Urban Fantasy,,"Through the storm of steam and machinery, who can achieve the extraordinary? In the mist of history and darkness, who whispers to me? When I woke up from the haze of mystery, I found myself in a world of guns, cannons, giant ships, airships, difference engines; potions, divination, curses, hanged men, and sealed artifacts. But the light still shines between it all, and the mystery is never more than two steps away. This is the legend of the Fool.

(Source: Yen Press)",https://myanimelist.net/images/manga/2/287344.jpg
1,Monster,Monster,MONSTER,Manga,162.0,18.0,Finished,False,1994-12-05,2001-12-20,9.16,116668,6.0,27,288956,23729,"Urasawa, Naoki",Big Comic Original,Award Winning|Drama|Mystery,Adult Cast|Psychological,Seinen,"Kenzou Tenma, a renowned Japanese neurosurgeon working in post-war Germany, faces a difficult choice: to operate on Johan Liebert, an orphan boy on the verge of death, or on the mayor of Düsseldorf. In the end, Tenma decides to gamble his reputation by saving Johan, effectively leaving the mayor for dead.

As a consequence of his actions, hospital director Heinemann strips Tenma of his position, and Heinemann's daughter Eva breaks off their engagement. Disgraced and shunned by his colleagues, Tenma loses all hope of a successful career—that is, until the mysterious killing of Heinemann gives him another chance.

Nine years later, Tenma is the head of the surgical department and close to becoming the director himself. Although all seems well for him at first, he soon becomes entangled in a chain of gruesome murders that have taken place throughout Germany. The culprit is a monster—the same one that Tenma saved on that fateful day nine years ago.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/258224.jpg
51,Slam Dunk,Slam Dunk,SLAM DUNK,Manga,276.0,31.0,Finished,False,1990-09-18,1996-06-04,9.09,89290,7.0,50,200336,18070,"Inoue, Takehiko",Shounen Jump (Weekly),Award Winning|Sports,School|Team Sports,Shounen,"Hanamichi Sakuragi, a tall, boisterous teenager with flame-red hair and physical strength beyond his years, is eager to put an end to his rejection streak of 50 and finally score a girlfriend as he begins his first year of Shohoku High. However, his reputation for delinquency and destructiveness precedes him, and most of his fellow students subsequently avoid him like the plague. As his first day of school ends, he is left with two strong thoughts: ""I hate basketball"" and ""I need a girlfriend.""

Haruko Akagi, ignorant of Hanamichi's history of misbehavior, notices his immense height and unwittingly approaches him, asking whether or not he likes basketball. Overcome by the fact that a girl is speaking to him, the red-haired giant blurts out a yes despite his true feelings. At the gym, Haruko asks if he can do a slam dunk. Though a complete novice, Hanamachi palms the ball and makes the leap...but overshoots, slamming his head into the backboard. Amazed by his near-inhuman physical abili",https://myanimelist.net/images/manga/2/258749.jpg
642,Vinland Saga,Vinland Saga,ヴィンランド・サガ,Manga,224.0,29.0,Finished,False,2005-04-13,2025-07-25,9.09,158949,8.0,16,359383,38208,"Yukimura, Makoto",Afternoon,Action|Adventure|Award Winning|Drama,Historical,Seinen,"Thorfinn, son of one of the Vikings' greatest warriors, is among the finest fighters in the merry band of mercenaries run by the cunning Askeladd, an impressive feat for a person his age. However, Thorfinn is not part of the group for the plunder it entails—instead, for having caused his family great tragedy, the boy has vowed to kill Askeladd in a fair duel. Not yet skilled enough to defeat him, but unable to abandon his vengeance, Thorfinn spends his boyhood with the mercenary crew, honing his skills on the battlefield among the war-loving Danes, where killing is just another pleasure of life.

One day, when Askeladd receives word that Danish prince Canute has been taken hostage, he hatches an ambitious plot—one that will decide the next King of England and drastically alter the lives of Thorfinn, Canute, and himself. Set in 11th-century Europe, Vinland Saga tells a bloody epic in an era where violence, madness, and injustice are inescapable, providing a paradise for the battle-craze",https://myanimelist.net/images/manga/2/188925.jpg
147272,The Greatest Estate Developer,The Greatest Estate Developer,역대급 영지 설계사,Manhwa,222.0,,Finished,False,2021-07-30,2026-01-01,9.06,39836,9.0,215,83176,5075,"Moon, Back-kyung|Kim, Hyunsoo",Naver Webtoon,Adventure|Comedy|Fantasy,Isekai|Reincarnation,,"There is no bigger scum of the earth than Lloyd Frontera. He is the eldest son, yet all he does is drink and intimidate others, depleting what little is left of his family's wealth. The Fronteras' knight, Javier Asrahan, is destined to become a renowned swordmaster, and Lloyd's family will face pitiful deaths as their entire land falls to ruin under insurmountable debt.

Though at some point Kim Suho was an average civil engineering student in Korea, he suddenly wakes up on a dirt road as none other than Lloyd, an ungrateful hooligan from the beginning of a book following Javier, the protagonist. While a sassy status window offers some clarity about his new identity, Suho is rather worried about his imminent downfall.

To avoid becoming a beggar—and ultimately lead a sweet and comfortable life—Suho decides to fix Lloyd's scumbag image. With his engineering expertise and magical construction skills boost, Suho introduces modern innovations and city developments to this medieval-like wor",https://myanimelist.net/images/manga/1/290131.jpg
70345,Grand Blue Dreaming,Grand Blue Dreaming,ぐらんぶる,Manga,,,Publishing,True,2014-04-07,,9.05,76126,10.0,48,201580,19214,"Inoue, Kenji|Yoshioka, Kimitake",good! Afternoon,Comedy,Adult Cast|Gag Humor,Seinen,"Among the seaside town of Izu's ocean waves and rays of shining sun, Iori Kitahara is just beginning his freshman year at Izu University. As he moves into his uncle's scuba diving shop, Grand Blue, he eagerly anticipates his dream college life, filled with beautiful girls and good friends.

But things don't exactly go according to plan. Upon entering the shop, he encounters a group of rowdy, naked upperclassmen, who immediately coerce him into participating in their alcoholic activities. Though unwilling at first, Iori quickly gives in and becomes the heart and soul of the party. Unfortunately, this earns him the scorn of his cousin, Chisa Kotegawa, who walks in at precisely the wrong time. Undeterred, Iori still vows to realize his ideal college life, but will things go according to plan this time, or will his situation take yet another dive?

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/166124.jpg
25,Fullmetal Alchemist,Fullmetal Alchemist,鋼の錬金術師,Manga,116.0,27.0,Finished,False,2001-07-12,2010-09-11,9.04,170022,11.0,21,322740,31456,"Arakawa, Hiromu",Shounen Gangan,Action|Adventure|Award Winning|Drama|Fantasy,Military,Shounen,"Alchemists are knowledgeable and naturally talented individuals who can manipulate and modify matter due to their art. Yet despite the wide range of possibilities, alchemy is not as all-powerful as most would believe. Human transmutation is strictly forbidden, and whoever attempts it risks severe consequences. Even so, siblings Edward and Alphonse Elric decide to ignore this great taboo and bring their mother back to life. Unfortunately, not only do they fail in resurrecting her, they also pay an extremely high price for their arrogance: Edward loses his left leg and Alphonse his entire body. Furthermore, Edward also gives up his right arm in order to seal his brother's soul into a suit of armor.

Years later, the young alchemists travel across the country looking for the Philosopher's Stone, in the hopes of recovering their old bodies with its power. However, their quest for the fated stone also leads them to unravel far darker secrets than they could ever imagine.

[Written by MAL Re",https://myanimelist.net/images/manga/3/243675.jpg
16765,Kingdom,Kingdom,キングダム,Manga,,,Publishing,True,2006-01-26,,9.02,71452,12.0,49,200662,17113,"Hara, Yasuhisa",Young Jump,Action|Award Winning,Historical|Military,Seinen,"During the Warring States period in China, Xin and Piao are two brother-like youngsters who dream of becoming Great Generals, despite their low status as orphaned slaves. One day, they encounter a man of nobility, who gives Piao an opportunity to undertake an important duty within the state of Qin's royal palace. Parting ways, Xin and Piao promise each other to one day become the greatest generals in the world. However, after a fierce coup d'état occurs in the palace, Xin meets with a dying Piao, whose last words spur him into action and lead him to encounter the young and soon-to-be king of Qin, Zheng Ying.

Although initially on bad terms, Xin and Zheng become comrades and start on a path filled with trials and bloodshed. Zheng's objective is to bring all the warring states under Qin, and Xin seeks to climb to the very top of the army ranks. Against a backdrop of constant tactical battle between states and great political unrest, both outside and within the palace, the two endeavor t",https://myanimelist.net/images/manga/2/171872.jpg
44489,Land of the Lustrous,Land of the Lustrous,宝石の国,Manga,108.0,13.0,Finished,False,2012-10-25,2024-04-25,9.0,59252,13.0,74,172452,18892,"Ichikawa, Haruko",Afternoon,Action|Drama|Fantasy,Anthropomorphic,Seinen,"Long ago, Earth was struck by six meteorites, creating six moons and leaving a lone island in their wake. Those who could not make it to the island sank to the bottom of the ocean, where, over time, they slowly turned to crystal. As countless millennia passed, 28 of these crystallized lifeforms, known as the Lustrous, rose from the depths and resided on the island. Led by the wise Kongou-sensei, they must defend themselves against the seemingly infinite number of Lunarians, inhabitants of the moons who seek to harvest their valuable bodies for crafting weapons and jewelry. 

Houseki no Kuni centers around Phosphophyllite, a young gem about to turn three hundred years old. Clumsy, extremely fragile, and having no visible talent, they are one of the weakest gems around, unable to help in the fight against the Lunarians in any meaningful way. But as the battle with the otherworldly invaders rages on, they soon learn that power comes at a cost that no one should have to pay.

[Written by M",https://myanimelist.net/images/manga/1/115443.jpg
143441,Omniscient Reader's Viewpoint,Omniscient Reader's Viewpoint,전지적 독자 시점,Novel,105.0,20.0,Finished,False,2022-01-20,2023-09-11,9.0,13822,14.0,598,34483,2691,sing N song|BlackBox,,Action|Adventure|Fantasy,Urban Fantasy,,"In the web novel Three Ways to Survive the Apocalypse, people are forced to fight monsters and each other for coins, food, and—ultimately—survival. While mysterious ""Constellations"" watch the unwilling participants for their own entertainment, one man emerges as the protagonist: Yoo Joonghyuk, who repeatedly lives and dies in an endless struggle to close the book on this indiscriminate torture.

Kim Dokja has lived a challenging and action-packed life through Joonghyuk for over a decade. While other readers abandoned the story early on, Dokja has remained its sole reader until the very last chapter. At that time, he receives a puzzling message from the author, and the novel's inhumane world suddenly becomes reality.

As the only person aware of what lies ahead, Dokja realizes that he must utilize his omniscience to navigate the deadly scenarios and stay alive. Dokja was never meant to play a main part, but in defiance of those who wish to spell his fate, he might just have to take the ",https://myanimelist.net/images/manga/1/265768.jpg
133431,Uma Musume Cinderella Gray,,ウマ娘 シンデレラグレイ,Manga,211.0,23.0,Finished,False,2020-06-11,2025-12-25,8.98,3630,15.0,2318,10607,809,"Kuzumi, Taiyou",Young Jump,Drama|Slice of Life|Sports,,Seinen,"Uma Musume Cinderella Gray is a spin-off title of the Uma Musume project by Cygames. It follows Oguri Cap through her time at Kasamatsu Training Center Academy and on her journey of becoming a legendary horse girl.

(Source: MU)",https://myanimelist.net/images/manga/3/240780.jpg
657,Real,Real,リアル,Manga,,,Publishing,True,1999-10-28,,8.98,25645,16.0,143,110935,4638,"Inoue, Takehiko",Young Jump,Award Winning|Drama|Sports,Psychological|Team Sports,Seinen,"Tomomi Nomiya, former captain of his high school's basketball team turned delinquent, decides to drop out of school after he is crushed by the guilt of ruining a young girl's life in a traffic accident. As he dedicates his free time to helping her, he stumbles upon Kiyoharu Togawa, a former sprinter who has lost the use of his right leg and now plays wheelchair basketball as an alternate outlet.

After challenging Kiyoharu to a one-on-one game, Tomomi is completely defeated. Inspired by this encounter, he realizes that he can't let his love for basketball die so easily and decides that he will do what he can to help others while striving to become a professional player. Meanwhile, Hisanobu Takahashi, Tomomi's replacement as the high school's team captain, gets into an accident and finds himself permanently paralyzed below the waist. Real tells the touching tale of these three young men as they struggle to overcome their disabilities and inner conflicts in order to achieve their dreams ",https://myanimelist.net/images/manga/2/115969.jpg
4632,Goodnight Punpun,Goodnight Punpun,おやすみプンプン,Manga,147.0,13.0,Finished,False,2007-03-15,2013-11-02,8.98,218032,17.0,8,517931,58264,"Asano, Inio",Big Comic Spirits,Drama|Slice of Life,Psychological,Seinen,"Punpun Onodera is a normal 11-year-old boy living in Japan. Hopelessly idealistic and romantic, Punpun begins to see his life take a subtle—though nonetheless startling—turn to the adult when he meets the new girl in his class, Aiko Tanaka. It is then that the quiet boy learns just how fickle maintaining a relationship can be, and the surmounting difficulties of transitioning from a naive boyhood to a convoluted adulthood. When his father assaults his mother one night, Punpun realizes another thing: those whom he looked up to were not as impressive as he once thought.

As his problems increase, Punpun's once shy demeanor turns into voluntary reclusiveness. Rather than curing him of his problems and conflicting emotions, this merely intensifies them, sending him down the dark path of maturity in this grim coming-of-age saga.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/266834.jpg
34053,Umineko When They Cry Episode 8: Twilight of the Golden Witch,Umineko When They Cry Episode 8: Twilight of the Golden Witch,うみねこのなく頃に散 - Episode 8: Twilight of the Golden Witch,Manga,42.0,9.0,Finished,False,2012-01-21,2015-06-22,8.98,8768,18.0,902,24471,1952,"Natsumi, Kei|Ryukishi07",Gangan Joker,Drama|Fantasy|Mystery|Supernatural,,Shounen,"It's time once again for the annual family gathering on Rokkenjima! Ange Ushiromiya is just getting over a cold, but that won't dampen her excitement at seeing her cousins again! Granddad couldn't be more thrilled to see his beloved grandchildren and throws a special Halloween party where everyone gets lots of treats! By lunchtime on the first day, the aunts and uncles are chatting up a storm, and the cousins are eagerly planning the afternoon's fun. It's the very picture of a happy family-one that in no way resembles the bickering, bitter Ushiromiya clan! What is going on?! 

(Source: Yen Press)",https://myanimelist.net/images/manga/3/206205.jpg
1303,Ashita no Joe: Fighting for Tomorrow,Ashita no Joe: Fighting for Tomorrow,あしたのジョー,Manga,171.0,20.0,Finished,False,1968-01-01,1973-05-13,8.96,20743,20.0,287,65713,4786,"Kajiwara, Ikki|Chiba, Tetsuya",Shounen Magazine (Weekly),Drama|Slice of Life|Sports,Combat Sports,Shounen,"Joe Yabuki has learned how to toughen up and stop trusting others after a troubling youth spent bouncing between orphanages and fending off bullies. After finally escaping the cycle of violent temporary homes, Joe adopts a delinquent lifestyle in the streets of San'ya, a slum in Tokyo. He makes his way through the world with his fists, picking fights with anyone he pleases.

Danpei Tange, a washed-up and alcoholic former boxing coach, notices Joe's animalistic combat ability and attempts to mentor the wild teenager. Despite developing an explosive relationship, the two form a close bond and rely on each other to look after the other homeless children in San'ya.

Unable to abandon his destructive habits, Joe is arrested for petty crimes. In jail, he meets and fights with lifelong friends and rivals, including the boxing prodigy Tooru Rikiishi. Continuously challenging Rikiishi to fights, Joe is knocked out time after time due to his savage brawling style failing in the face of Rikiishi'",https://myanimelist.net/images/manga/1/268827.jpg
23751,Monogatari Series: Second Season,,〈物語〉シリーズ セカンドシーズン,Light Novel,199.0,6.0,Finished,False,2010-10-27,2011-12-20,8.95,8730,21.0,756,28499,802,"NISIO, ISIN|VOFAN",,Comedy|Drama|Mystery|Supernatural,Vampire,,"This is a story. A story about choices and consequences, confessions resulting in love and rejection, and decisions leading to sacrifice and tragedy.

Koyomi Araragi's decision to save a blonde vampire and meddle with the supernatural resulted in his death as a human and rebirth as a monster. But this was only one of the countless tragedies and choices that Koyomi would be faced with, and he is confronted with the fact that his seemingly unshakeable and hard-earned relationships do not last. As strange oddities continue to manifest in the world around him, he is faced with impossible choices—to sever his ties with those he loves, or eternally remain a part of the world of monsters and apparitions and watch the world crumble as a result. To accept or reject a confession, and sacrifice his all for the sake of others. However, both of these paths could lead to tragedy and farewells.

This is a story. A story about Koyomi Araragi coming to realize the consequences of his choices.

[Written",https://myanimelist.net/images/manga/2/181553.jpg
3,20th Century Boys,20th Century Boys,20世紀少年,Manga,249.0,22.0,Finished,False,1999-09-27,2006-04-24,8.93,109324,22.0,24,310161,23009,"Urasawa, Naoki",Big Comic Spirits,Award Winning|Drama|Mystery|Sci-Fi,Historical|Psychological,Seinen,"As the 20th century approaches its end, people all over the world are anxious that the world is changing. And probably not for the better.

Kenji Endou is a normal convenience store manager who is just trying to get by. But when he learns that one of his old friends going by the name ""Donkey"" has suddenly committed suicide and that a new cult led by a figure known as ""Friend"" is becoming more notorious, Kenji starts to feel that something is not right. With a few key clues left behind by his deceased friend, Kenji realizes that this cult is much more than he ever thought it would be—not only is this mysterious organization directly targeting him and his childhood friends, but the whole world also faces a grave danger that only the friends have the key to stop.

Kenji's simple life of barely making ends meet is flipped upside down when he reunites with his childhood friends, and together they must figure out the truth of how their past is connected to the cult, as the turn of the centur",https://myanimelist.net/images/manga/5/260006.jpg
14893,Monogatari Series: First Season,,〈物語〉シリーズ ファーストシーズン,Light Novel,107.0,6.0,Finished,False,2006-11-01,2010-07-28,8.93,18678,23.0,279,67291,3292,"NISIO, ISIN|VOFAN",Mephisto,Action|Comedy|Mystery|Romance|Supernatural,Vampire,,"This is a story, a ""ghostory"" of sorts, about scars that bond, monsters that haunt, and fakes that deceive.

The story of Koyomi Araragi begins through a fateful encounter with the all-powerful, blonde-haired, ""hot-blooded, iron-blooded, and cold-blooded"" vampire, later introduced as Shinobu Oshino. Their tragic rendezvous results in the end of Araragi's life as a human and his subsequent rebirth as a vampire—a monster. However, this encounter is only the start of his meddlings with the supernatural. Koyomi's noble personality ultimately sees him getting further involved in the lives of others with supernatural afflictions. This is his desperate attempt at returning to a normal human life, in a paranormal world filled with nothing but tragedy, suffering, and inhumanity.

[Written by MAL Rewrite]

This entry includes the first season of the Monogatari Series.",https://myanimelist.net/images/manga/2/279887.jpg
104,Yotsuba&!,Yotsuba&!,よつばと!,Manga,,,Publishing,True,2003-03-21,,8.92,61620,24.0,67,178763,18014,"Azuma, Kiyohiko",Dengeki Daioh,Award Winning|Comedy|Slice of Life,Childcare|Iyashikei,,"While most people find the world mundane, five-year-old Yotsuba Koiwai sees it as a treasure trove of amazing bustle and wonderful places to explore. When she and her adoptive father, Yousuke, move to a new city, the energetic young girl naturally sets out to investigate the neighborhood on her own.

After a few incidents at the local park, the Koiwais become acquainted with their neighbors, the Ayase family. Their three daughters—mischievous college student Asagi, responsible high school student Fuuka, and kindhearted grade school student Ena—eventually all take a liking to Yotsuba and join in on her antics, despite their sheer ridicule.

From learning how to use a swing to figuring out how to stop global warming with air conditioners, Yotsuba's ability to infallibly find fun in everything, both amazes and annoys the people around her. Along with Yousuke, the Ayases, and friends she makes along the way, Yotsuba embarks on daily adventures, each one a step in her quest to enjoy the sim",https://myanimelist.net/images/manga/5/259524.jpg
44227,Monogatari Series: Final Season,,〈物語〉シリーズ ファイナルシーズン,Light Novel,231.0,6.0,Finished,False,2012-09-28,2014-09-18,8.9,6424,25.0,932,23726,525,"NISIO, ISIN|VOFAN",,Comedy|Mystery|Supernatural,Vampire,,"This is a story. The end to the saga of Koyomi Araragi.

This half-human, half-vampire has stood on the line between reality and the supernatural for far too long. The end to his indecision has finally come. Piece by piece, his humanity was falling away, starting with his reflection. He was becoming one of them—a vampire.

Now, Araragi must choose which world to live in and which to give up. To remain human, he must abandon the friends he made through encounters with the supernatural. On the other hand, he would have to sacrifice his humanity to stay with those he holds dear. 

Koyomi Araragi must decide, and his decision will haunt him until the very end. Either way, tragedy seems inevitable, a culmination of every choice made since the very beginning.
 
[Written by MAL Rewrite]

This entry includes the final season of the Monogatari Series.",https://myanimelist.net/images/manga/1/181554.jpg
126479,Three Days of Happiness,Three Days of Happiness,三日間の幸福,Novel,15.0,1.0,Finished,False,2013-12-25,,8.9,13784,26.0,463,43463,1774,"Miaki, Sugaru",,Drama,,,"The grandiose delusions of 20-year-old university student Kusunoki are shattered when he learns that his future will be miserable. Having to sell his personal items to make ends meet, Kusonoki is offered the chance to sell his lifespan to earn some money. But it is revealed he could part ways with his remaining 30 years of life at a paltry rate—which means that he will never find happiness in this life. Rather than endure misery, Kusonoki decides to sell his life expectancy, leaving him with three months to live.

Feeling liberated from social norms, he sets a series of goals for himself, one of which is to clarify his feelings for his childhood friend Himeno. Meanwhile, Miyagi, the clerk who bought his lifespan, is sent to monitor his activities in the case that Kusunoki may exhibit anti-social behavior. Although annoyed by Miyagi's constant presence, Kusunoki will do everything he can to find a purpose to his existence in the remaining time that he has left.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/248674.jpg
126287,Frieren: Beyond Journey's End,Frieren: Beyond Journey's End,葬送のフリーレン,Manga,,,Publishing,True,2020-04-28,,8.88,56990,27.0,73,172520,10512,"Yamada, Kanehito|Abe, Tsukasa",Shounen Sunday,Adventure|Award Winning|Drama|Fantasy,,Shounen,"The Demon King has been defeated, and the victorious hero party returns home before disbanding. The four—mage Frieren, hero Himmel, priest Heiter, and warrior Eisen—reminisce about their decade-long journey as the moment to bid each other farewell arrives. But the passing of time is different for elves, thus Frieren witnesses her companions slowly pass away one by one.

Before his death, Heiter manages to foist a young human apprentice called Fern onto Frieren. Driven by the elf's passion for collecting a myriad of magic spells, the pair embarks on a seemingly aimless journey, revisiting the places that the heroes of yore had visited. Along their travels, Frieren slowly confronts her regrets of missed opportunities to form deeper bonds with her now-deceased comrades.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/232121.jpg
90125,Kaguya-sama: Love Is War,Kaguya-sama: Love Is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,Manga,281.0,28.0,Finished,False,2015-05-19,2022-11-02,8.88,149656,28.0,25,304686,29950,"Akasaka, Aka",Young Jump,Award Winning|Comedy|Romance,School,Seinen,"Considered a genius due to having the highest grades in the country, Miyuki Shirogane leads the prestigious Shuchiin Academy's student council as its president, working alongside the beautiful and wealthy vice president Kaguya Shinomiya. The two are often regarded as the perfect couple by students despite them not being in any sort of romantic relationship.

However, the truth is that after spending so much time together, the two have developed feelings for one another; unfortunately, neither is willing to confess, as doing so would be a sign of weakness. With their pride as elite students on the line, Miyuki and Kaguya embark on a quest to do whatever is necessary to get a confession out of the other. Through their daily antics, the battle of love begins!

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/188896.jpg
1224,March Comes in Like a Lion,March Comes in Like a Lion,3月のライオン,Manga,,,Publishing,True,2007-07-13,,8.87,21563,29.0,223,80496,4365,"Umino, Chica",Young Animal,Award Winning|Drama,Strategy Game,Seinen,"Rei Kiriyama is an extraordinary shogi player. Among the few elites to have gone professional as a middle school student, he is considered a genius. But what lies behind his prodigious facade is a teenage boy who suffers immense pressure from both his family and from the high expectations from the shogi community. Rei moves out to live a more independent life away from his family, but his unorganized lifestyle and unsociable personality show no signs of improvement.

However, in a twist of fate that will prove to be a turning point in his life, Rei encounters the Kawamoto sisters—the motherly Akari, the passionate Hinata, and the energetic Momo—who take great care of him. 3-gatsu no Lion tells the story of Rei as he reshapes his melancholic life and picks up the courage to begin facing the problems he evaded during his past.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/52283.jpg
35243,Haikyu!!,Haikyu!!,ハイキュー!!,Manga,407.0,45.0,Finished,False,2012-02-20,2020-07-20,8.87,118387,30.0,34,243601,19899,"Furudate, Haruichi",Shounen Jump (Weekly),Award Winning|Sports,School|Team Sports,Shounen,"The whistle blows. The ball is up. A dig. A set. A spike.

Volleyball. A sport where two teams face off, separated by a formidable, wall-like net.

The ""Little Giant,"" standing at only 170 centimeters, overcomes the towering net and the wall of blockers. The awe-inspired Shouyou Hinata looks on at the ace's crow-like figure. Determined to reach great heights like the Little Giant, small-statured Hinata finally manages to form a team in his last year of junior high school, and enters his first volleyball tournament. However, his team is utterly defeated in their first game against the powerhouse school Kitagawa Daiichi, led by the genius, but oppressive setter dubbed the ""King of the Court,"" Tobio Kageyama.

Hinata enrolls into Karasuno High School seeking to take revenge against Kageyama in an official high school match and to follow in the Little Giant's footsteps—but his plans are ruined when he opens the gymnasium door to find Kageyama as one of his teammates.

Now, Hinata must esta",https://myanimelist.net/images/manga/2/258225.jpg
86769,The Apothecary Diaries,The Apothecary Diaries,薬屋のひとりごと,Light Novel,,,Publishing,True,2014-08-29,,8.87,5986,31.0,863,25322,1572,"Hyuuga, Natsu|Shino, Touko",,Drama|Mystery,Medical,,"In the East is a land ruled by an emperor, whose consorts and serving women live in a sprawling complex known as the hougong, the rear palace. Maomao, an unassuming girl raised in an unassuming town by her apothecary father, never imagined the rear palace would have anything to do with her—until she was kidnapped and sold into service there.

Though she looks ordinary, Maomao has a quick wit, a sharp mind, and an extensive knowledge of medicine. That's her secret, until she encounters a resident of the palace at least as perceptive as she is: the head eunuch, Jinshi. He sees through Maomao's façade and makes her a lady-in-waiting to none other than the Emperor's favorite consort... so she can taste the lady's food for poison!

At her lady's side, Maomao starts to learn about everything that goes on in the rear palace—not all of it seemly. Can she ever lead a quiet life, or will her powers of deduction and insatiable curiosity bring her ever more adventures, and ever more dangers?

(Sou",https://myanimelist.net/images/manga/2/176943.jpg
