mal_id,title,title_english,title_japanese,type,chapters,volumes,status,publishing,published_from,published_to,score,scored_by,rank,popularity,members,favorites,authors,serializations,genres,themes,demographics,synopsis,image_url
85968,Golden Kamuy,Golden Kamuy,ゴールデンカムイ,Manga,314.0,31.0,Finished,False,2014-08-21,2022-04-28,8.66,30656,92.0,146,110396,6121,"Noda, Satoru",Young Jump,Action|Adventure|Award Winning,Historical,Seinen,"Saichi Sugimoto is feared as the ""Immortal Sugimoto"" for his savagery on the battlefield during the Russo-Japanese war, but he is by no means a war hero. Sugimoto has been left to fend for himself after his release from the army for nearly killing a superior officer. Braving the rough terrain of Hokkaido, Sugimoto is now searching for gold in order to keep a promise to his lost brother-in-arms. His efforts have been fruitless for a long time until a mysterious traveler tells him of an urban legend that would rid him of all his troubles.

According to the legend, a criminal stole the gold of the Ainu, the indigenous people of Hokkaido, and hid it away in a location that can only be found when a map—made not from pieces of parchment, but the tattooed skins of escaped convicts—is brought together.

Upon meeting with a young Ainu girl, Asirpa, Sugimoto sets off in search of the tattooed prisoners, but many dangers await as soldiers and mercenaries seek the gold as well. Aided by Asirpa's k",https://myanimelist.net/images/manga/3/149257.jpg
44,Gin Tama,Gin Tama,銀魂,Manga,709.0,77.0,Finished,False,2003-12-08,2019-06-20,8.65,42223,94.0,153,104278,8482,"Sorachi, Hideaki",Shounen Jump (Weekly),Action|Comedy|Sci-Fi,Gag Humor|Historical|Parody|Samurai,Shounen,"During the Edo period, Japan is suddenly invaded by alien creatures known as the Amanto. Despite the samurai's attempts to combat the extraterrestrial menace, the Shogun soon realizes that their efforts are futile and decides to surrender. This marks the beginning of an uneasy agreement between the Shogunate and Amanto, one that results in a countrywide sword ban and the disappearance of the samurai spirit.

However, there exists one eccentric individual who wields a wooden sword and refuses to let his samurai status die. Now that his kind is no longer needed, Gintoki Sakata performs various odd jobs around town in order to make ends meet. Joined by his self-proclaimed disciple Shinpachi Shimura, the fearsome alien Kagura, and a giant dog named Sadaharu, they run the business known as Yorozuya, often getting caught up in all sorts of crazy and hilarious shenanigans.

[Written by MAL Rewrite]

Included one-shots:
Volume 1: Dandelion
Volume 2: Shirokuro (Black and White)
Volume 24: 13
Vo",https://myanimelist.net/images/manga/3/267795.jpg
61579,Tobaku Datenroku Kaiji: One Poker-hen,,賭博堕天録カイジ ワン・ポーカー編,Manga,155.0,16.0,Finished,False,2013-06-03,2017-08-21,8.65,4985,95.0,2015,12348,561,"Fukumoto, Nobuyuki",Young Magazine (Weekly),Drama,Adult Cast|High Stakes Game|Psychological|Strategy Game,Seinen,"In the aftermath of the disclosure game that won two Mahjong anomalies, the villainy ""17 steps"" game, Kazuya sets forth a gamble of 2,000,000,000 Yen! How will Kaiji survive?!",https://myanimelist.net/images/manga/3/311934.jpg
124374,Souyaku Toaru Majutsu no Index,,創約 とある魔術の禁書目録〈インデックス〉,Light Novel,,,Publishing,True,2020-02-07,,8.65,1427,96.0,4730,5353,161,"Kamachi, Kazuma|Haimura, Kiyotaka",,Action|Comedy|Fantasy|Sci-Fi|Supernatural,Super Power,,"As Christmas Eve approaches Academy City, an array of decorative festivities adorn the streets. While the rest of the city is getting into the merry mood, it seems gloom is all that Touma Kamijou experiences. After suffering from one misfortune after another, he encounters Mikoto Misaka escaping from the watchful eyes of Tokiwadai Middle School in an attempt to enjoy the Christmas atmosphere. The two agree on making the most out of this dreadful holiday; however, unbeknownst to them, a mysterious third party observes their every move.

Elsewhere, the newly instated Academy City Board Chairman initiates his first operation—a plan that will turn the entire city's framework upside down. Naturally, as he seeks to leave every stone unturned, previously hidden enemies begin to reveal themselves along with their malicious intents...

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/229100.jpg
132214,Omniscient Reader's Viewpoint,Omniscient Reader's Viewpoint,전지적 독자 시점,Manhwa,,,Publishing,True,2020-05-26,,8.65,69823,97.0,79,169351,9189,sing N song|Sleepy-C,Naver Webtoon,Action|Adventure|Fantasy,Urban Fantasy,,"Kim Dokja does not consider himself the protagonist of his own life. Befitting the name his parents gave him, he is a solitary person whose sole hobby is reading web novels. For over a decade, he has lived vicariously through Yoo Joonghyuk, the main character of the web novel Three Ways to Survive the Apocalypse (TWSA). Through Joonghyuk, Dokja has experienced secondhand the trials of repeatedly regressing in time, in search of an end to life-threatening ""scenarios"" that force people to act out narratives for the amusement of god-like ""Constellations.""

After reading 3,149 chapters—long after all other readers lost interest—Dokja finally resigns himself to the story ending. However, he receives an enigmatic message from the author, stating that the story will soon be monetized, before his surroundings suddenly go dark. He swiftly realizes that fiction has become reality and he is now living through TWSA. Although he is the singular omniscient reader of the events yet to come, his succe",https://myanimelist.net/images/manga/2/238873.jpg
116778,Chainsaw Man,Chainsaw Man,チェンソーマン,Manga,,24.0,Finished,False,2018-12-03,2026-03-25,8.64,442227,98.0,2,728265,91174,"Fujimoto, Tatsuki",Shounen Jump+,Action|Award Winning|Fantasy,Gore|Urban Fantasy,Shounen,"Denji has a simple dream—to live a happy and peaceful life, spending time with a girl he likes. This is a far cry from reality, however, as Denji is forced by the yakuza into killing devils in order to pay off his crushing debts. Using his pet devil Pochita as a weapon, he is ready to do anything for a bit of cash.

Unfortunately, he has outlived his usefulness and is murdered by a devil in contract with the yakuza. However, in an unexpected turn of events, Pochita merges with Denji's dead body and grants him the powers of a chainsaw devil. Now able to transform parts of his body into chainsaws, a revived Denji uses his new abilities to quickly and brutally dispatch his enemies. Catching the eye of the official devil hunters who arrive at the scene, he is offered work at the Public Safety Bureau as one of them. Now with the means to face even the toughest of enemies, Denji will stop at nothing to achieve his simple teenage dreams.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/216464.jpg
145863,"Goodbye, Eri","Goodbye, Eri",さよなら絵梨,Manga,,1.0,Finished,False,2022-04-11,,8.64,107974,99.0,81,166681,9279,"Fujimoto, Tatsuki",Shounen Jump+,Drama,,Shounen,"Suffering from a terminal illness, Yuuta Itou's mother asks him to film her last moments, which he does. From her radiant smile when she is with her family to the times when sickness ravages her body in the hospital, he records hours upon hours of footage. After her passing, Yuuta compiles her life into a movie to screen at his school, deciding to add a bit of fantasy to the ending of his film, Dead Explosion Mother, with a literal explosion!

Following the backlash caused by his supposedly tone-deaf portrayal of his mother's death, Yuuta trudges to the hospital roof to take his own life—but there, he meets a girl named Eri. Captivated by his film, Eri requests Yuuta to make a new one that will blow the previous out of the water and prove his critics wrong. The movie they set out to make will stand apart by blurring the line between fact and fiction. And of course, it would not be a Yuuta film if it did not have his personal flavor—just a dash of fantasy.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/263979.jpg
1325,Phoenix,Phoenix,火の鳥,Manga,19.0,16.0,Discontinued,False,1966-12-20,1988-02-01,8.64,5344,100.0,813,26751,838,"Tezuka, Osamu",Manga Shounen,Drama|Fantasy|Romance|Sci-Fi|Supernatural,Historical|Psychological|Space,Shounen,"From time immemorial to the age of space colonization, there is one legend that has stayed unchanged in every history book—the tale of the immortal bird Phoenix. A being whose blood is said to grant eternal life or wisdom, the radiant figure ensures the continuation of sentient life in the universe as it oversees human civilizations and their development.

Yet, mankind remains a slave to its habits; from happiness and sorrow, to wrath and love, a myriad of emotions continue to play an integral part of human life. Simultaneously, time and time again, certain beliefs and agendas persist over the centuries to disturb the fragile equilibrium of the world's preordained nature and principles. It appears that fate, with its dynamic variables, can manifest itself in many ways—and oftentimes exhibits a bizarre sense of humor.

[Written by MAL Rewrite]

Note: This is an incomplete series due to Tezuka's death.",https://myanimelist.net/images/manga/3/159419.jpg
2062,Kara no Kyoukai: The Garden of Sinners,,空の境界 the Garden of sinners,Light Novel,10.0,2.0,Finished,False,1998-10-01,1999-08-01,8.64,4049,101.0,1174,19383,621,"Type-Moon|Nasu, Kinoko|Takeuchi, Takashi",,Action|Fantasy|Mystery,Psychological|Urban Fantasy,,"A teenage girl, who possesses the ""Mystic Eyes of Death Perception,"" a supernatural ability that allows the user to see the ""death"" of everything in existence and kill the object by destroying its ""origin."" She recently recovered from a two-year coma caused by a traffic accident. Prior to the traffic accident, she originally had two personalities, a male personality named Shiki (織), and the original female personality Shiki (式). Children born into the Ryougi family are generally male and are raised with two personalities, so the male personality is customarily called the ""yang"" personality, while the female is called the ""yin"" personality. It is easy to tell which Shiki is speaking at a given time because they both have a distinct style of speaking, most notably that the female Shiki refers to herself with the pronoun watashi (私), while male Shiki refers to himself as ore (俺). After waking from her coma, Shiki discovers that she can no longer feel the male Shiki's presence and assumes ",https://myanimelist.net/images/manga/2/318232.jpg
745,Pluto: Urasawa x Tezuka,Pluto: Urasawa x Tezuka,PLUTO,Manga,65.0,8.0,Finished,False,2003-09-09,2009-04-01,8.63,52125,102.0,102,139630,5701,"Urasawa, Naoki|Tezuka, Osamu",Big Comic Original,Action|Award Winning|Mystery|Sci-Fi|Suspense,Detective|Psychological,Seinen,"Famous for his military service in the 39th Asian War, the legendary Swiss robot Montblanc is violently murdered. Humans and robots around the world mourn for the beloved celebrity. Montblanc's popularity only grew in the years following the war, thanks to his dedication to nature conservation and his loving personality.

Fellow war veteran and robotic Europol detective Gesicht is sent to investigate Montblanc's tragic demise. In his pursuit, Gesicht uncovers evidence of a mysterious entity known only as ""Pluto."" He also learns of a conspiratorial plot to dismantle the eight specialized robots from around the world who participated in the war. Racing against time to save those who still remain, Gesicht grapples with his memory, morality, and a world full of hate, desperately attempting to defend the fragile coexistence of man and machine.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/264496.jpg
78523,ReLIFE,ReLIFE,ReLIFE,Manga,238.0,15.0,Finished,False,2013-10-12,2018-03-16,8.63,86704,103.0,69,176498,12443,"Yayoi, Sou",comico,Comedy|Drama|Romance|Slice of Life,School,,"When the responsibilities of being an adult and the ugly side of corporate bullying betrays one's childhood dreams, many would wish to return to their innocent childhood to relive their life and make the right decisions. Dumbfounded by the offer presented to him, 27-year-old Arata Kaizaki hopes to turn his life around through a once-in-a-lifetime opportunity.

Returning home from his part-time job, Arata is persuaded by Ryou Yoake, an employee of ReLife Research Institute, into participating in an experiment which will help him overcome his difficulties and re-enter corporate life. As part of the ReLife experiment, Arata's physique is reverted to that of a 17-year-old, and all he must do is relive his high school life for one year. Waiting for him at the end of the experiment is a job offer that he has been struggling to get ever since he left his first company.

With few other options, he decides to go along with this plan. However, with adult-like tendencies and many years since his ",https://myanimelist.net/images/manga/2/171573.jpg
81669,Overlord,Overlord,オーバーロード,Light Novel,,,Publishing,True,2012-07-30,,8.63,24221,104.0,268,69392,4067,"Maruyama, Kugane|so-bin",,Action|Fantasy,Isekai,,"Yggdrasil is a virtual reality game renowned for the freedom it offers its players. After a simple tutorial, players are left to explore the world and can customize anything and everything, from their classes to their weapons. However, in the year 2138, the game sees its final hours as its servers shut down at midnight.

Momonga, a devoted player of Yggdrasil, decides to spend the game's last hours inside his guild, Ainz Ooal Gown. Strangely, at the stroke of midnight, the game does not log him out. Instead, Momonga finds himself transported to another world, one that is seemingly identical to that of Yggdrasil. Facing an already abnormal situation, he discovers that the NPCs have gained sentience.

Trapped in his avatar's skeletal body and desperate to uncover the cause of his predicament and find other players like him, Momonga sets out to take control of the new world with the help of his loyal subjects.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/160558.jpg
756,Banana Fish,Banana Fish,BANANA FISH,Manga,110.0,19.0,Finished,False,1985-04-13,1994-03-12,8.62,17369,105.0,284,66719,2582,"Yoshida, Akimi",Betsucomi,Action|Adventure|Drama|Suspense,Delinquents|Organized Crime|Psychological,Shoujo,"Ash Lynx is a beauty, a genius—and a murderer. Since childhood, he had been in the care of Dino ""Papa"" Golzine, the mafia boss who turned him into the ruthless killer he is now. At first, Ash was just a pretty face for Golzine's pleasure, but now estranged from him, a 17-year-old Ash runs his own gang with an iron fist.

Eiji Okumura is a young Japanese photographer. Traveling to New York as an assistant, Eiji is set to work on a report about kids living in the streets. There, he meets teenage gang leader Ash and is mesmerized by the boy—who in turn is curious about Eiji's different lifestyle.

But this is the dark underground of New York, and recently a series of murders has surfaced in the city, connected only by the words ""Banana Fish."" With personal stakes in this mysterious battle, it is up to Ash, Eiji and their allies to discover what exactly ""Banana Fish"" is, where it came from and how to get rid of it—before the world as they know it descends into chaos.

[Written by MAL Rewri",https://myanimelist.net/images/manga/5/265185.jpg
6978,Legend of the Galactic Heroes,Legend of the Galactic Heroes,銀河英雄伝説,Novel,94.0,10.0,Finished,False,1982-11-01,1987-11-01,8.62,2514,106.0,1881,13204,345,"Tanaka, Yoshiki|Katou, Naoyuki|Kamoshita, Yukihisa",,Action|Adventure|Drama|Sci-Fi,Adult Cast|Military|Space,,"In the far future, two young military leaders rise above their peers. The invincible genius Reinhard von Lohengramm is matched only by the unbeatable magician Yang Wen-li; though the two share a profound respect for each other, they meet on the battlefield not as comrades but as bitter adversaries. Commanding thousands of warships and millions of soldiers, they lead giant space fleets into battle on behalf of the two interstellar states that have wrested for control of the Milky Way for over a century and a half. 

The Galactic Empire, an absolute monarchy ruled by Kaiser Friedrich von Goldenbaum IV and an entrenched nobility, seeks to suppress the rebels daring to oppose the inviolable crown. The Free Planets Alliance, a representative democracy led by a corrupt High Council, degenerates as its elected leaders⁠ use war and conflict as a way to win popular support. Reinhard is a minor noble who became a High Admiral through his strategic brilliance and his sister's position as the favo",https://myanimelist.net/images/manga/5/155231.jpg
60553,Konosuba: God's Blessing on This Wonderful World!,Konosuba: God's Blessing on This Wonderful World!,この素晴らしい世界に祝福を！,Light Novel,127.0,17.0,Finished,False,2013-10-01,2020-05-01,8.62,19879,107.0,319,60030,3094,"Mishima, Kurone|Akatsuki, Natsume",,Adventure|Comedy|Fantasy,Isekai|Parody,,"Kazuma Satou lives a laughable and pathetic life, being a shut-in NEET with no distinguishable qualities other than an addiction to video games. On his way home, Kazuma dies trying to save a girl from an oncoming truck—or so he believes. In reality, the ""truck"" was a slow-moving tractor, and he merely died from shock.

Waking up in limbo between death and heaven, Kazuma finds himself facing the arrogant goddess Aqua. Here, he must choose between two options: go on to heaven or be sent to a fantasy world that needs his help to defeat the Demon King. Initially unimpressed by the challenging prospect of fighting a Demon King, Kazuma changes his mind after Aqua tells him he can bring any one item he wants. What better choice does Kazuma have than the goddess standing before him?

Unfortunately, after the two arrive in their new world, two things become clear: Aqua is useless beyond belief, and life in this fantasy realm will be anything but smooth sailing. From paying for food and accommod",https://myanimelist.net/images/manga/1/174932.jpg
60783,Mob Psycho 100,Mob Psycho 100,モブサイコ100,Manga,109.0,16.0,Finished,False,2012-04-18,2017-12-22,8.62,51684,108.0,112,130635,5914,ONE,MangaONE,Action|Award Winning|Comedy|Supernatural,Super Power,,"Shigeo ""Mob"" Kageyama is an eighth-grade student blessed with extraordinary psychic powers. However, Mob decides to suppress his abilities in public due to its destructive and conspicuous nature. To keep his psychic powers honed, he works under Arataka Reigen—a self-proclaimed esper looking to make use of Mob's skills.

Alongside Reigen, Mob spends his days exorcising evil spirits at Reigen's behest. With the simple wish to impress his childhood friend Tsubomi Takane, Mob works toward making himself more desirable. But troubles keep on bombarding his daily life, slowly breaking his shackled feelings. With his repressed emotions welling up, there's no telling what will happen once he reaches his limit.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/204842.jpg
118289,Skip and Loafer,Skip and Loafer,スキップとローファー,Manga,,,Publishing,True,2018-08-25,,8.62,13946,109.0,360,53101,2701,"Takamatsu, Misaki",Afternoon,Award Winning|Drama,School,Seinen,"Having recently moved from her small backwater town in Ishikawa Prefecture to attend a prestigious high school in Tokyo, Mitsumi Iwakura plans on using her high school career as a launchpad for her dream of going to law school and becoming a public servant; however, she also recognizes the need to occasionally have fun and make friends. To that end, she has gone so far as to map out her entire life ahead of time, but all of her preparation flies out the window on the first day of school.

Mitsumi misses her train stop and is about to be late to the entrance ceremony, which is especially troublesome because she is supposed to give a speech as the new students' representative. While lamenting her situation, Sousuke Shima—a handsome first-year student who is also late—sees her and offers to walk with her  to school. They eventually make it to school, although Mitsumi has some unfortunate accidents soon after that leave a less-than-favorable impression on everyone. In spite of her misfortu",https://myanimelist.net/images/manga/3/220669.jpg
114043,Will you marry me again if you are reborn?,Will you marry me again if you are reborn?,生まれ変わってもまた、私と結婚してくれますか,Manga,26.0,4.0,Finished,False,2017-10-20,2019-09-20,8.61,12093,110.0,590,35001,987,"Morinaga, Miku",Gene pixiv,Romance,,,"Toranosuke Ibuki and his wife Kaoru née Okouchi have been devotedly in love for what has seemed like their entire lives. Now, twenty years later, Toranosuke is bedridden in a hospital, but still, their love perseveres. Together, the infatuated couple reminisce about days gone by—when he proposed, when they first met, their relationships with those around them, and their blissful married life. 

Though Toranosuke has always been a bit hard-headed and Kaoru a bit short-tempered, their immense love is shown in the wrinkles on their aged skin and in the unbridled devotion in their eyes. It is so strong that they know they will love each other with the same devotion... even in their next life.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/211769.jpg
137303,Hirayasumi,Hirayasumi,ひらやすみ,Manga,,,Publishing,True,2021-04-26,,8.61,5060,112.0,851,25540,701,"Shinzou, Keigo",Big Comic Spirits,Slice of Life,,Seinen,"Living in Asagaya, 29-year-old Hiroto Ikuta spends his days working at his part-time job and chatting with the locals. He likes visiting Hanae Wada most, a grumpy yet kind elderly woman whom Hiroto calls ""Granny."" Hiroto's time with Granny is sadly cut short when she passes away from a heart attack. To his surprise, Hiroto inherits Granny's house as she never married or had children.

Three months later, 18-year-old Natsumi Kobayashi moves from her hometown to attend art school. With nowhere else to go, she stays with her cousin Hiroto, whom she has not seen in years. Despite their opposing personalities, the pair begin living under the same roof as they struggle through their seemingly mundane lives.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/249992.jpg
1342,Baccano!,Baccano!,バッカーノ!,Light Novel,,22.0,On Hiatus,False,2003-02-10,2016-08-10,8.61,3683,113.0,967,22822,499,"Narita, Ryohgo|Enami, Katsumi",,Action|Fantasy|Mystery,Organized Crime,,"Aboard the Advenna Avis in 1711, a group of alchemists summon a demon in the hopes of gaining eternal life. The demon gives them an elixir of immortality and the method of ending their existence by ""devouring"" one another. Soon after, one among them begins to devour his companions. Realizing the danger posed by staying together, they scatter across the globe.

Centuries later in 1930's America, a certain federal investigator tries his best to combat the rise of organized crime during Prohibition, send a particularly infuriating terrorist to Alcatraz, and catch an outrageous thief duo. Meanwhile, the transcontinental train, the Flying Pussyfoot, begins its trail of blood across the country.

In 2002, a small group of the original Advenna Avis alchemists are on a journey to find the rest of their fellow immortals. However, there is one companion they did not expect to meet again.

Seemingly unrelated events, from a sleepy Italian city in the early 1700's to a modern luxury cruise ship tr",https://myanimelist.net/images/manga/2/172736.jpg
92559,Ace of the Diamond Act II,Ace of the Diamond Act II,ダイヤのA〈エース〉 act II,Manga,309.0,34.0,Finished,False,2015-08-19,2022-10-26,8.61,9032,114.0,1110,20186,1101,"Terajima, Yuuji",Shounen Magazine (Weekly),Sports,School|Team Sports,Shounen,"I want to pitch to that mitt, just one more time...

When Eijun Sawamura was just fifteen, he met someone who changed the course of his life forever—the catcher Kazuya Miyuki. Now, he's said goodbye to family and friends to travel to Seido High, where he can test his baseball skills alongside some of the best in the nation! This manga is a record of the struggle and excitement that is high school baseball!

(Source: Kodansha)",https://myanimelist.net/images/manga/3/167576.jpg
93097,Monogatari Series: Off Season,,〈物語〉シリーズ オフシーズン,Light Novel,155.0,4.0,Finished,False,2015-10-05,2017-01-12,8.61,2326,115.0,3057,8337,134,"NISIO, ISIN|VOFAN",,Comedy|Drama|Mystery|Supernatural,Vampire,,"Oddities have existed throughout history, with some tales of them dating back to 600 years ago. Stories about vampires, a monkey's paw, shikigami, wanderers in the mountain mist, murderous felines, mermaids, wolves, golems, and, most terrifying of all, humans, have been collected by so-called ""oddity specialists."" The purpose of these specialists is to combat, regulate, and, most importantly, solve the many mysteries behind the circumstances these oddities create.

Monogatari Series: Off Season follows eight protagonists—some specialists, some oddities themselves—as they interact with the world of aberrations, often landing themselves in dangerous situations due to their own mischievous doings.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/181555.jpg
107931,Blue Period,Blue Period,ブルーピリオド,Manga,,,Publishing,True,2017-06-24,,8.61,41917,116.0,98,143676,9154,"Yamaguchi, Tsubasa",Afternoon,Award Winning|Drama,School|Visual Arts,Seinen,"Second-year high school student Yatora Yaguchi is bored with his normal life. He studies well and plays around with his friends, but in truth, he does not enjoy either of those activities. Bound by norms, he secretly envies those who do things differently.

That is until he discovers the joy of drawing. When he sees a painting made by a member of the Art Club, Yatora becomes fascinated with the colors used in it. Later, in an art exercise, he tries to convey his language without words but instead through painting. After that experience, Yatora finds himself so invested in art that he decides that it is what he wants to do for a living. But there stand multiple obstacles in his way: his parents who are hesitant over his unique choices, his more experienced peers, and the study of a subject much deeper than he initially expected.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/204827.jpg
698,Neon Genesis Evangelion,Neon Genesis Evangelion,新世紀エヴァンゲリオン,Manga,97.0,14.0,Finished,False,1994-12-26,2013-06-04,8.6,56283,117.0,117,128004,8348,"Sadamoto, Yoshiyuki",Young Ace,Action|Drama|Mystery|Sci-Fi|Suspense,Mecha|Psychological,Seinen|Shounen,"In 1999, a meteorite crashed into Antarctica. The impact melted the continental ice mass and drastically raised sea levels, damaging the world's climate and causing the deaths of over half its population. Now in 2015, devastating creatures of unknown origin—referred to as Angels—ravage what remains of the planet.

In the heavily fortified city of Tokyo-3, 14-year-old Shinji Ikari is destined to halt the Angels' onslaught. Recruited by his father's secret organization, NERV, Shinji is enlisted as a pilot of an Evangelion, a massive bioorganic android created solely to defeat the Angels.

Suddenly with the weight of the world upon his shoulders, Shinji must find the courage and drive to stand up for the future—and himself. But as skirmishes between the Evangelions and Angels become recurrent, the horrifying truth of the world is slowly revealed.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/145061.jpg
11054,Billy Bat,Billy Bat,BILLY BAT,Manga,165.0,20.0,Finished,False,2008-10-16,2016-08-18,8.6,24152,117.0,203,87670,3307,"Urasawa, Naoki|Nagasaki, Takashi",Morning,Drama|Mystery|Supernatural,Detective|Historical|Psychological,Seinen,"Japanese-American Kevin Yamagata now authors the renowned detective comic book ""Billy Bat"" after serving in the Allied Forces in World War II. But as his series becomes a massive hit, Kevin discovers that his famed character, Billy Bat, already existed before within a Japanese comic. Worried that he may have unconsciously copied something he saw during his time there, Kevin returns to Japan to find Billy Bat's original creator and seek permission for him to use their character. However, as he traces back Billy Bat's roots, he finds himself unraveling a dark and twisted history of murders that somehow involve the character he thought he created.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/181197.jpg
37707,Your Lie in April,Your Lie in April,四月は君の嘘,Manga,44.0,11.0,Finished,False,2011-04-06,2015-02-06,8.6,37152,119.0,202,88084,2842,"Arakawa, Naoshi",Shounen Magazine (Monthly),Award Winning|Drama|Romance,Music|School,Shounen,"At a very young age, Kousei Arima was strictly taught how to play the piano and meticulously follow the score by his mother, to the point where he dominated every competition he entered with ease. He earned the title of ""Human Metronome"" for performing almost perfectly. Every musician of his age looked up to him. However, after his mother suddenly dies, he became tone-deaf due to the shock and then disappeared, never to be seen onstage since.

Two years later, Kousei lives a monotonous life with his childhood friends Tsubaki Sawabe and Ryouta Watari supporting him. He continues to cling to music, although performing is still an impossibility for him. This is until his unexpected encounter with Kaori Miyazono, a violinist who performs freely without the dictations of a score. A story of friendship, love, music, and a single lie, Kousei's life begins to change and gain color as Kaori helps him to take up music again.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/102691.jpg
66517,Umineko no Naku Koro ni,,うみねこのなく頃に,Light Novel,,8.0,Finished,False,2009-07-01,2010-08-03,8.6,2505,119.0,3084,8261,548,Ryukishi07|Tomohi,,Fantasy|Horror|Mystery|Supernatural|Suspense,Psychological,,"Considered as the third installment in the highly popular When They Cry series by 07th Expansion, Umineko no Naku Koro ni takes place on the island of Rokkenjima, owned by the immensely wealthy Ushiromiya family. As customary per year, the entire family is gathering on the island for a conference that discusses the current financial situations of each respective person. Because of the family head's poor health, this year involves the topic of the head of the family's inheritance and how it will be distributed.

However, the family is unaware that the distribution of his wealth is the least of Ushiromiya Kinzou's (family head) concerns for this year's family conference. After being told that his end was approaching by his longtime friend and physician, Kinzou is desperate to meet his life's true love one last time: the Golden Witch, Beatrice. Having immersed himself in black magic for many of the later years in his life, Kinzou instigates a ceremony to revive his beloved upon his family",https://myanimelist.net/images/manga/3/290256.jpg
13245,Chihayafuru,Chihayafuru,ちはやふる,Manga,253.0,50.0,Finished,False,2007-12-28,2022-08-01,8.59,16408,122.0,346,54769,2985,"Suetsugu, Yuki",Be-Love,Award Winning|Drama|Romance,Love Polygon|Strategy Game,Josei,"Always deemed inferior to her elder sister, the strong-willed yet aimless Chihaya Ayase has no dream of her own. In contrast to her, Taichi Mashima, the son of a surgeon, is gifted yet insecure as he is burdened by the heavy expectations of his strict mother, who wants him to be perfect in everything. However, the lives of Chihaya and Taichi soon change as they encounter Arata Wataya, the new transfer student in their class.

Inspired by Arata's dream to become the best at competitive karuta—a card game based on the classic anthology of one hundred Japanese poets—Chihaya quickly falls in love with the game. Refusing to lose to the talented Arata, the prideful Taichi joins along and immerses himself in the game, aiming to one day surpass his fated rival. The three friends spend their childhood practicing karuta everyday, until certain circumstances force them to part with each other.

A few years later, now in high school, the trio finds themselves reunited through the world of competit",https://myanimelist.net/images/manga/1/245072.jpg
79993,Umineko no Naku Koro ni Chiru,,うみねこのなく頃に 散,Light Novel,,7.0,Finished,False,2012-07-13,2018-09-30,8.59,1701,122.0,4914,5137,202,Ryukishi07|Tomohi,,Fantasy|Horror|Mystery|Supernatural|Suspense,Psychological,,,https://myanimelist.net/images/manga/3/185817.jpg
214,Mobile Suit Gundam: The Origin,Mobile Suit Gundam: The Origin,機動戦士ガンダム THE ORIGIN,Manga,112.0,24.0,Finished,False,2001-06-25,2014-06-26,8.58,5093,123.0,1183,19272,838,"Yasuhiko, Yoshikazu|Tomino, Yoshiyuki",Gundam Ace,Action|Award Winning|Drama|Sci-Fi,Mecha|Military|Space,Shounen,"Zeon ace pilot, Commander Char Aznable, thought he could foil the Federation's plan to build a mobile suit by attacking their research base on colony Side 7. He was wrong. With a prototype already active, the besieged Federation forces strike back using their new weapon, the mobile suit Gundam, with devastating consequences. Amidst the fighting, young electronics wizard Amuro Ray is determined not to let his friends and family die in the crossfire. But what can one boy do to repel a squad of mobile suit-clad invaders?

(Source: VIZ Media)",https://myanimelist.net/images/manga/1/151300.jpg
11514,A Bride's Story,A Bride's Story,乙嫁語り,Manga,,,Publishing,True,2008-10-14,,8.58,18149,124.0,218,82186,2858,"Mori, Kaoru",Aokishi,Award Winning|Romance,Historical,Seinen,"It is the 19th century in a tribal town near the Caspian Sea, Central Asia. People lead simple lives along the Silk Road, believing in various customs and traditions as they have for many years. Amir Halgal is a beautiful 20-year-old woman skilled in archery, hunting, and horseback riding. She has come from a faraway village for an arranged marriage to a charming 12-year-old boy by the name of Karluk Eihon.

Due to the large age difference, the relationship between Amir and Karluk is a little awkward initially. However, everyday interactions between the two allow them to develop feelings of love and respect for each other that eventually strengthen their bond. Otoyomegatari follows the daily lives and challenges of Amir and Karluk alongside various other couples across Central Asia, in a beautiful portrayal of the culture and traditions of the brides of the era.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/188950.jpg
